"","Food code","Main food description","WWEIA Category code","WWEIA Category description","Energy (kcal)","Protein (g)","Carbohydrate (g)","Sugars, total (g)","Fiber, total dietary (g)","Total Fat (g)","Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Cholesterol (mg)","Retinol (mcg)","Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)","Lycopene (mcg)","Lutein + zeaxanthin (mcg)","Thiamin (mg)","Riboflavin (mg)","Niacin (mg)","Vitamin B-6 (mg)","Folic acid (mcg)","Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)","Vitamin B-12 (mcg)","Vitamin B-12, added (mcg)","Vitamin C (mg)","Vitamin D (D2 + D3) (mcg)","Vitamin E (alpha-tocopherol) (mg)","Vitamin E, added (mg)","Vitamin K (phylloquinone) (mcg)","Calcium (mg)","Phosphorus (mg)","Magnesium (mg)","Iron (mg)","Zinc (mg)","Copper (mg)","Selenium (mcg)","Potassium (mg)","Sodium (mg)","Caffeine (mg)","Theobromine (mg)","Alcohol (g)","4:0    (g)","6:0    (g)","8:0    (g)","10:0    (g)","12:0    (g)","14:0    (g)","16:0    (g)","18:0    (g)","16:1        (g)","18:1    (g)","20:1    (g)","22:1    (g)","18:2    (g)","18:3    (g)","18:4    (g)","20:4    (g)","20:5 n-3 (g)","22:5 n-3 (g)","22:6 n-3 (g)","Water (g)","Group"
"56",11411420,"Yogurt, Greek, nonfat milk, plain",1822,"Yogurt, Greek",59,10.19,3.6,3.24,0,0.39,0.117,0.053,0.012,5,1,1,0,0,0,0,0,0.023,0.278,0.208,0.063,0,7,7,7,15.1,0.75,0,0,0,0.01,0,0,110,135,11,0.07,0.52,0.017,9.7,141,36,0,0,0,0,0.003,0.004,0.013,0.006,0.015,0.049,0.021,0.002,0.049,0.002,0,0.01,0.001,0,0,0,0,0,85.1,"Dairy Foods"
"57",11430000,"Yogurt, NS as to type of milk, fruit",1820,"Yogurt, regular",89,4.66,14.46,12.01,0.1,1.37,0.881,0.379,0.039,5,12,12,0,2,0,0,0,0.041,0.197,0.105,0.046,0,11,11,11,14.6,0.49,0,1.8,1.2,0.04,0,0.2,163,129,15,0.13,0.79,0.023,3.1,215,65,0,0,0,0.04,0.028,0.018,0.039,0.047,0.143,0.372,0.133,0.03,0.312,0.002,0.002,0.027,0.011,0,0,0,0,0,78.51,"Dairy Foods"
"58",11431000,"Yogurt, whole milk, fruit",1820,"Yogurt, regular",87,3.1,12.36,9.92,0.1,2.87,1.845,0.79,0.081,11,24,24,0,4,0,0,0,0.027,0.134,0.07,0.031,0,7,7,7,14.6,0.33,0,1.5,1.2,0.07,0,0.2,109,86,11,0.1,0.53,0.02,2.2,146,44,0,0,0,0.084,0.058,0.037,0.082,0.098,0.302,0.78,0.279,0.062,0.655,0.002,0.002,0.057,0.024,0,0,0,0,0,81,"Dairy Foods"
"59",11432000,"Yogurt, low fat milk, fruit",1820,"Yogurt, regular",89,4.66,14.46,12.01,0.1,1.37,0.881,0.379,0.039,5,12,12,0,2,0,0,0,0.041,0.197,0.105,0.046,0,11,11,11,14.6,0.49,0,1.8,1.2,0.04,0,0.2,163,129,15,0.13,0.79,0.023,3.1,215,65,0,0,0,0.04,0.028,0.018,0.039,0.047,0.143,0.372,0.133,0.03,0.312,0.002,0.002,0.027,0.011,0,0,0,0,0,78.51,"Dairy Foods"
"60",11433000,"Yogurt, nonfat milk, fruit",1820,"Yogurt, regular",83,5.09,15.02,12.58,0.1,0.17,0.103,0.048,0.004,2,2,2,0,0,0,0,0,0.044,0.215,0.113,0.049,0,12,12,12,14.6,0.54,0,1.8,1.2,0.01,0,0.2,177,140,17,0.14,0.86,0.025,3.4,234,72,0,0,0,0.004,0.004,0.002,0.004,0.005,0.017,0.044,0.016,0.004,0.037,0.002,0.002,0.004,0.001,0,0,0,0,0,78.65,"Dairy Foods"
"61",11433990,"Yogurt, Greek, NS as to type of milk, fruit",1822,"Yogurt, Greek",103,8.17,11.89,11.23,1,2.57,1.599,0.65,0.113,12,30,31,0,7,0,0,7,0.037,0.235,0.205,0.049,0,9,9,9,14,0.5,0,0.7,0.9,0.02,0,0,88,109,10,0.07,0.41,0.019,9.6,129,33,0,0,0,0.06,0.046,0.031,0.084,0.081,0.254,0.746,0.25,0.042,0.573,0.005,0,0.092,0.011,0,0.004,0,0.002,0,76.81,"Dairy Foods"
"62",11434000,"Yogurt, Greek, whole milk, fruit",1822,"Yogurt, Greek",106,7.33,12.29,12,0,3,1.599,1.265,0.219,10,45,46,0,7,0,0,7,0.046,0.235,0.205,0.049,0,5,5,5,14.3,0.5,0,0,0.9,0.07,0,0.3,100,109,10,0,0.41,0.019,9.6,113,37,0,0,0,0.06,0.046,0.031,0.084,0.081,0.254,0.746,0.25,0.042,0.573,0.005,0,0.092,0.011,0,0.004,0,0.002,0,76.81,"Dairy Foods"
"63",11434010,"Yogurt, Greek, low fat milk, fruit",1822,"Yogurt, Greek",103,8.17,11.89,11.23,1,2.57,1.599,0.65,0.113,12,30,31,0,7,0,0,7,0.037,0.235,0.205,0.049,0,9,9,9,14,0.5,0,0.7,0.9,0.02,0,0,88,109,10,0.07,0.41,0.019,9.6,129,33,0,0,0,0.06,0.046,0.031,0.084,0.081,0.254,0.746,0.25,0.042,0.573,0.005,0,0.092,0.011,0,0.004,0,0.002,0,76.81,"Dairy Foods"
"64",11434020,"Yogurt, Greek, nonfat milk, fruit",1822,"Yogurt, Greek",82,8.05,12.07,11.27,0.6,0.15,0.105,0.026,0.014,4,0,0,0,2,0,0,4,0.037,0.253,0.213,0.05,0,20,20,20,14,0.49,0,0.3,0.9,0.02,0,0,97,113,10,0.09,0.45,0.019,9.4,132,33,0,0,0,0.007,0.001,0.003,0.017,0.006,0.01,0.038,0.017,0.001,0.025,0.001,0,0.01,0.003,0,0,0,0,0,79.13,"Dairy Foods"
"65",11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1820,"Yogurt, regular",73,5.09,9.83,9.82,0,1.5,0.97,0.413,0.043,6,14,14,0,2,0,0,0,0.043,0.208,0.111,0.048,0,11,11,11,14.7,0.54,0,0.8,1.2,0.03,0,0.2,178,140,16,0.08,0.86,0.013,3.2,227,68,0,0,0,0.045,0.031,0.019,0.043,0.051,0.158,0.409,0.146,0.033,0.343,0,0,0.03,0.013,0,0,0,0,0,82.51,"Dairy Foods"
"66",11434100,"Yogurt, whole milk, flavors other than fruit",1820,"Yogurt, regular",77,3.3,9.43,9.42,0,3.09,1.991,0.848,0.087,12,26,26,0,5,0,0,0,0.028,0.136,0.071,0.03,0,7,7,7,14.4,0.35,0,0.5,1.2,0.06,0,0.2,115,90,11,0.05,0.56,0.009,2.1,147,44,0,0,0,0.091,0.063,0.04,0.088,0.105,0.326,0.842,0.301,0.067,0.706,0,0,0.062,0.026,0,0,0,0,0,83.5,"Dairy Foods"
"67",11434200,"Yogurt, low fat milk, flavors other than fruit",1820,"Yogurt, regular",73,5.09,9.83,9.82,0,1.5,0.97,0.413,0.043,6,14,14,0,2,0,0,0,0.043,0.208,0.111,0.048,0,11,11,11,14.7,0.54,0,0.8,1.2,0.03,0,0.2,178,140,16,0.08,0.86,0.013,3.2,227,68,0,0,0,0.045,0.031,0.019,0.043,0.051,0.158,0.409,0.146,0.033,0.343,0,0,0.03,0.013,0,0,0,0,0,82.51,"Dairy Foods"
"68",11434300,"Yogurt, nonfat milk, flavors other than fruit",1820,"Yogurt, regular",66,5.56,10.45,10.44,0,0.18,0.113,0.048,0.005,2,2,2,0,0,0,0,0,0.047,0.228,0.12,0.051,0,12,12,12,14.7,0.59,0,0.9,1.2,0,0,0.2,193,152,18,0.09,0.94,0.015,3.5,247,75,0,0,0,0.005,0.004,0.002,0.005,0.006,0.018,0.048,0.017,0.004,0.04,0,0,0.004,0.001,0,0,0,0,0,82.66,"Dairy Foods"
"69",11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1822,"Yogurt, Greek",95,8.64,9.54,9.54,0,2.5,1.465,0.846,0.203,5,110,110,0,3,0,0,0,0.038,0.24,0.201,0.05,0,9,9,9,33.4,0.64,0,0,0.9,0.02,0,0.2,100,119,10,0.04,0.46,0.018,9.7,123,40,0,0,0,0.083,0.021,0.036,0.219,0.102,0.177,0.568,0.215,0.016,0.398,0.005,0,0.094,0.005,0,0.004,0,0,0,78.76,"Dairy Foods"
"70",11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1822,"Yogurt, Greek",111,8.47,9.35,9.35,0,4.44,2.674,1.404,0.273,10,124,125,0,7,0,0,0,0.037,0.235,0.197,0.049,0,9,9,9,33.2,0.63,0,0,0.9,0.08,0,0.4,98,117,10,0.04,0.45,0.018,9.5,121,39,0,0,0,0.146,0.059,0.058,0.265,0.156,0.374,1.08,0.452,0.06,0.891,0.005,0,0.137,0.034,0,0.004,0,0,0,77.19,"Dairy Foods"
"71",11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1822,"Yogurt, Greek",95,8.64,9.54,9.54,0,2.5,1.465,0.846,0.203,5,110,110,0,3,0,0,0,0.038,0.24,0.201,0.05,0,9,9,9,33.4,0.64,0,0,0.9,0.02,0,0.2,100,119,10,0.04,0.46,0.018,9.7,123,40,0,0,0,0.083,0.021,0.036,0.219,0.102,0.177,0.568,0.215,0.016,0.398,0.005,0,0.094,0.005,0,0.004,0,0,0,78.76,"Dairy Foods"
"72",11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1822,"Yogurt, Greek",78,8.64,10.37,9.54,0.5,0.18,0.133,0.039,0.009,3,0,0,0,0,0,0,0,0.042,0.24,0.201,0.05,0,11,11,11,15.2,0.64,0,0,0.9,0.02,0,0.1,99,119,10,0.04,0.46,0.018,9.7,123,34,0,0,0,0.008,0.002,0.003,0.02,0.009,0.016,0.052,0.02,0.002,0.036,0.001,0,0.009,0.001,0,0,0,0,0,80.26,"Dairy Foods"
"73",11435100,"Yogurt, Greek, with oats",1822,"Yogurt, Greek",154,8.65,23.81,13.29,1.4,3.14,1.45,1.177,0.482,4,180,180,0,2,0,0,0,0.182,0.366,2.201,0.856,159,11,282,170,31.2,2.91,2.4,1.2,1.1,0.5,0,0.4,87,141,22,0.77,1.91,0.134,11.2,141,83,0,0,0,0.066,0.017,0.03,0.175,0.082,0.146,0.696,0.203,0.017,0.814,0.004,0,0.39,0.009,0,0.003,0,0,0,63.71,"Dairy Foods"
"74",11436000,"Yogurt, liquid",1820,"Yogurt, regular",72,3.71,11.81,9.78,0.1,1.09,0.701,0.302,0.031,4,10,10,0,1,0,0,0,0.032,0.157,0.083,0.036,0,9,9,9,11.7,0.39,0,1.4,1.2,0.03,0,0.1,131,103,12,0.1,0.63,0.021,2.5,171,53,0,0,0,0.032,0.022,0.014,0.031,0.037,0.114,0.296,0.106,0.024,0.248,0.002,0.001,0.022,0.009,0,0,0,0,0,82.57,"Dairy Foods"
"75",11446000,"Yogurt parfait, low fat, with fruit",1820,"Yogurt, regular",84,3.36,15.86,11.68,1.1,1.01,0.525,0.307,0.122,3,29,30,0,12,0,0,12,0.07,0.173,0.714,0.233,38,13,77,51,11.9,0.88,0.58,14.3,1.2,0.25,0,1.7,105,93,17,0.49,0.89,0.054,3.9,189,49,0,0,0,0.021,0.014,0.009,0.021,0.025,0.076,0.249,0.077,0.016,0.273,0,0,0.106,0.016,0,0,0,0,0,78.97,"Dairy Foods"
"76",11511000,"Chocolate milk, NFS",1208,"Flavored milk, nonfat",67,3.39,13.46,9.32,0,0,0,0,0,2,63,64,0,11,0,0,0,0.045,0.166,0.164,0.024,0,2,2,2,15.6,0.32,0,1,1.1,0.04,0,0.2,127,101,13,0.27,0.41,0.075,1.9,182,110,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.34,"Dairy Foods"
"77",11511100,"Chocolate milk, ready to drink, whole",1202,"Flavored milk, whole",83,3.17,10.34,9.54,0.8,3.39,2.104,0.99,0.124,12,26,27,0,7,0,0,0,0.037,0.162,0.125,0.04,0,5,5,5,17,0.33,0,0.9,1.3,0.07,0,0.3,112,101,13,0.24,0.41,0.065,1.9,167,60,1,23,0,0.101,0.06,0.035,0.078,0.088,0.315,0.889,0.466,0.071,0.872,0,0,0.078,0.046,0,0,0,0,0,82.3,"Dairy Foods"
"78",11511200,"Chocolate milk, ready to drink, reduced fat",1204,"Flavored milk, reduced fat",76,2.99,12.13,9.55,0.7,1.9,1.177,0.455,0.089,8,63,64,0,11,0,0,0,0.045,0.183,0.164,0.024,0,2,2,2,17.1,0.33,0,0,1.2,0.04,0,0.2,109,102,14,0.24,0.39,0.075,3.4,169,66,1,22,0,0.056,0.033,0.02,0.045,0.045,0.17,0.515,0.27,0.02,0.43,0,0,0.08,0,0.009,0,0,0,0,82.17,"Dairy Foods"
"79",11511300,"Chocolate milk, ready to drink, fat free",1208,"Flavored milk, nonfat",67,3.39,13.46,9.32,0,0,0,0,0,2,63,64,0,11,0,0,0,0.045,0.166,0.164,0.024,0,2,2,2,15.6,0.32,0,1,1.1,0.04,0,0.2,127,101,13,0.27,0.41,0.075,1.9,182,110,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.34,"Dairy Foods"
"80",11511400,"Chocolate milk, ready to drink, low fat",1206,"Flavored milk, lowfat",62,3.46,9.86,9.94,0.1,1,0.584,0.541,0.095,5,51,52,0,2,0,0,0,0.031,0.247,0.124,0.047,0,3,3,3,17,0.23,0,0.4,1.1,0,0,0.1,129,96,13,0.23,0.43,0.028,1.9,172,65,1,12,0,0.019,0.013,0.008,0.022,0.025,0.09,0.268,0.12,0.015,0.248,0.003,0,0.039,0.006,0,0.002,0.001,0.001,0,84.91,"Dairy Foods"
"81",11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1206,"Flavored milk, lowfat",54,3.43,7.68,7.29,0,1.04,0.616,0.29,0.054,5,96,96,0,2,0,0,0,0.035,0.225,0.122,0.05,0,5,5,5,17,0.2,0,0,1.5,0,0,0.1,122,98,13,0.16,0.46,0.018,1.9,168,66,0,6,0,0.02,0.014,0.009,0.025,0.029,0.099,0.278,0.122,0.014,0.26,0.003,0,0.045,0.005,0,0.002,0,0.001,0,87.09,"Dairy Foods"
"82",11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1206,"Flavored milk, lowfat",62,3.46,9.86,9.94,0.1,1,0.584,0.541,0.095,5,51,52,0,2,0,0,0,0.031,0.247,0.124,0.047,0,3,3,3,17,0.23,0,0.4,1.1,0,0,0.1,129,96,13,0.23,0.43,0.028,1.9,172,65,1,12,0,0.019,0.013,0.008,0.022,0.025,0.09,0.268,0.12,0.015,0.248,0.003,0,0.039,0.006,0,0.002,0.001,0.001,0,84.91,"Dairy Foods"
"83",11511610,"Chocolate milk, ready to drink, fat free (Nesquik)",1208,"Flavored milk, nonfat",67,3.39,13.46,9.32,0,0,0,0,0,2,63,64,0,11,0,0,0,0.045,0.166,0.164,0.024,0,2,2,2,15.6,0.32,0,1,1.1,0.04,0,0.2,127,101,13,0.27,0.41,0.075,1.9,182,110,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.34,"Dairy Foods"
"84",11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1206,"Flavored milk, lowfat",62,3.46,9.86,9.94,0.1,1,0.584,0.541,0.095,5,51,52,0,2,0,0,0,0.031,0.247,0.124,0.047,0,3,3,3,17,0.23,0,0.4,1.1,0,0,0.1,129,96,13,0.23,0.43,0.028,1.9,172,65,1,12,0,0.019,0.013,0.008,0.022,0.025,0.09,0.268,0.12,0.015,0.248,0.003,0,0.039,0.006,0,0.002,0.001,0.001,0,84.91,"Dairy Foods"
"85",11512010,"Hot chocolate / Cocoa, ready to drink",1204,"Flavored milk, reduced fat",91,2.68,16.45,15.32,0,1.61,1.022,0.455,0.059,7,45,45,0,3,0,0,1,0.031,0.156,0.107,0.031,0,4,4,4,12.8,0.41,0,0.2,1,0.03,0,0.2,98,86,16,0.02,0.49,0.062,2.3,137,66,3,30,0,0.063,0.033,0.016,0.04,0.045,0.142,0.454,0.198,0.022,0.413,0.002,0,0.05,0.007,0,0,0,0,0,78.52,"Dairy Foods"
"86",11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1208,"Flavored milk, nonfat",78,2.74,16.58,15.34,0,0.06,0.046,0.018,0.002,2,50,50,0,0,0,0,1,0.036,0.154,0.109,0.03,0,4,4,4,12.2,0.39,0,0,1,0.01,0,0,99,93,16,0.02,0.44,0.068,2.8,150,62,3,30,0,0.003,0,0.001,0.002,0.001,0.007,0.02,0.007,0.002,0.015,0,0,0.002,0.001,0,0,0,0,0,79.84,"Dairy Foods"
"87",11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1404,"Milk substitutes",83,1.23,17.23,15.23,0.2,1.02,0.083,0.41,0.434,0,48,48,0,1,0,0,1,0.019,0.153,0.236,0.016,0,5,5,5,10.2,0.6,0.6,0,0.9,1.19,1.14,1.3,126,32,16,0.29,0.46,0.132,1.3,93,73,3,30,0,0,0,0,0,0,0,0.061,0.02,0.002,0.378,0.004,0,0.322,0.03,0,0,0,0,0,80.04,"Dairy Foods"
"88",11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1204,"Flavored milk, reduced fat",103,2.69,15.8,14.73,0,3.24,2.066,0.866,0.131,12,62,62,0,7,0,0,1,0.031,0.158,0.105,0.031,0,4,4,4,13,0.4,0,0.2,1,0.07,0,0.3,96,84,16,0.02,0.48,0.06,2.3,135,64,3,29,0,0.094,0.06,0.034,0.081,0.092,0.294,0.873,0.358,0.052,0.772,0.005,0,0.109,0.012,0,0.003,0,0.001,0,77.53,"Dairy Foods"
"89",11512110,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream",1208,"Flavored milk, nonfat",90,2.75,15.92,14.75,0,1.77,1.136,0.449,0.077,7,66,67,0,3,0,0,1,0.035,0.155,0.107,0.03,0,4,4,4,12.4,0.38,0,0,1,0.05,0,0.2,98,91,16,0.03,0.44,0.065,2.8,147,60,3,29,0,0.038,0.029,0.019,0.044,0.051,0.164,0.46,0.176,0.033,0.392,0.003,0,0.063,0.007,0,0.003,0,0.001,0,78.8,"Dairy Foods"
"90",11512120,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream",1404,"Milk substitutes",95,1.3,16.54,14.64,0.2,2.68,1.172,0.822,0.487,5,65,65,0,4,0,0,1,0.019,0.154,0.227,0.016,0,5,5,5,10.5,0.58,0.57,0,0.9,1.18,1.09,1.3,124,33,16,0.28,0.45,0.126,1.3,93,71,3,29,0,0.035,0.029,0.018,0.043,0.05,0.158,0.499,0.189,0.033,0.738,0.007,0,0.368,0.035,0,0.003,0,0.001,0,78.98,"Dairy Foods"
"91",11513000,"Chocolate milk, made from dry mix, NS as to type of milk",1204,"Flavored milk, reduced fat",72,3.35,10.11,9.81,0.3,2.06,1.296,0.508,0.096,7,49,50,0,4,0,0,0,0.037,0.171,0.098,0.091,0,5,5,5,15,0.46,0,1.7,1.2,0.04,0,0.2,139,90,13,0.02,0.82,0.069,3,149,50,0,17,0,0.055,0.041,0.034,0.046,0.049,0.174,0.581,0.297,0.012,0.485,0.001,0,0.066,0.028,0,0,0,0,0,83.72,"Dairy Foods"
"92",11513100,"Chocolate milk, made from dry mix with whole milk",1202,"Flavored milk, whole",82,3.24,10.06,9.77,0.3,3.19,1.89,0.762,0.183,9,42,43,0,7,0,0,0,0.044,0.162,0.096,0.09,0,5,5,5,13.6,0.42,0,1.7,1.2,0.07,0,0.3,134,84,13,0.03,0.77,0.079,3.6,141,49,0,17,0,0.07,0.07,0.07,0.07,0.072,0.279,0.845,0.414,0,0.762,0,0,0.113,0.07,0,0,0,0,0,82.77,"Dairy Foods"
"93",11513150,"Chocolate milk, made from dry mix with reduced fat milk",1204,"Flavored milk, reduced fat",72,3.38,10.06,9.78,0.3,2,1.32,0.526,0.069,8,52,52,0,4,0,0,0,0.037,0.177,0.099,0.092,0,5,5,5,15.6,0.5,0,1.9,1.1,0.03,0,0.2,141,92,14,0.02,0.87,0.062,2.5,149,52,0,17,0,0.072,0.038,0.019,0.046,0.052,0.165,0.59,0.3,0.025,0.477,0.002,0,0.058,0.008,0,0,0,0,0,83.79,"Dairy Foods"
"94",11513200,"Chocolate milk, made from dry mix with low fat milk",1206,"Flavored milk, lowfat",64,3.44,10.24,9.91,0.3,1.05,0.734,0.26,0.033,5,54,54,0,2,0,0,0,0.019,0.177,0.1,0.091,0,5,5,5,16.8,0.44,0,1.7,1.1,0.01,0,0.1,145,94,14,0.03,0.81,0.065,3.2,158,50,0,17,0,0.023,0.017,0.012,0.025,0.027,0.086,0.336,0.19,0.016,0.235,0,0,0.028,0.004,0,0,0,0,0,84.45,"Dairy Foods"
"95",11513300,"Chocolate milk, made from dry mix with fat free milk",1208,"Flavored milk, nonfat",57,3.44,10.21,9.81,0.3,0.22,0.192,0.021,0.003,2,57,57,0,0,0,0,0,0.043,0.174,0.1,0.091,0,5,5,5,14.8,0.47,0,1.7,1.1,0.01,0,0.1,142,100,14,0.03,0.81,0.068,3,164,48,0,17,0,0.004,0,0.001,0.002,0.001,0.008,0.09,0.08,0.003,0.017,0,0,0.002,0.001,0,0,0,0,0,85.32,"Dairy Foods"
"96",11513310,"Chocolate milk, made from dry mix with non-dairy milk",1404,"Milk substitutes",63,1.7,10.96,9.68,0.6,1.32,0.236,0.473,0.5,0,55,55,0,1,0,0,0,0.021,0.173,0.247,0.072,0,5,5,5,11.7,0.69,0.69,1.7,1,1.37,1.32,1.5,174,29,14,0.34,0.84,0.141,1.2,98,60,0,17,0,0,0,0,0,0,0,0.137,0.095,0.002,0.436,0.005,0,0.372,0.035,0,0,0,0,0,85.54,"Dairy Foods"
"97",11513350,"Chocolate milk, made from reduced sugar mix, NS as to type of milk",1204,"Flavored milk, reduced fat",65,3.52,7.39,6.04,0.4,2.35,1.375,0.609,0.177,7,50,51,0,4,0,0,0,0.102,0.186,1.191,0.114,0,5,5,5,26.6,0.47,0,2.4,1.2,0.04,0,0.2,153,108,28,0.17,1,0.092,3.9,208,70,0,0,0,0.059,0.043,0.035,0.048,0.051,0.184,0.609,0.294,0.015,0.583,0.001,0,0.137,0.037,0,0,0,0,0,85.61,"Dairy Foods"
"98",11513355,"Chocolate milk, made from reduced sugar mix with whole milk",1202,"Flavored milk, whole",74,3.41,7.34,6.01,0.4,3.5,1.981,0.868,0.266,10,43,44,0,7,0,0,0,0.109,0.177,1.189,0.113,0,5,5,5,25.2,0.43,0,2.4,1.2,0.07,0,0.3,147,102,27,0.17,0.94,0.102,4.5,200,69,0,0,0,0.075,0.072,0.072,0.073,0.074,0.291,0.878,0.414,0.002,0.865,0,0,0.185,0.081,0,0,0,0,0,84.65,"Dairy Foods"
"99",11513360,"Chocolate milk, made from reduced sugar mix with reduced fat milk",1204,"Flavored milk, reduced fat",64,3.55,7.34,6.02,0.4,2.29,1.399,0.627,0.149,8,53,53,0,4,0,0,0,0.102,0.192,1.192,0.115,0,5,5,5,27.2,0.51,0,2.5,1.1,0.03,0,0.2,154,110,28,0.16,1.05,0.084,3.3,208,72,0,0,0,0.076,0.039,0.02,0.048,0.053,0.174,0.619,0.297,0.028,0.574,0.002,0,0.129,0.016,0,0,0,0,0,85.68,"Dairy Foods"
"100",11513365,"Chocolate milk, made from reduced sugar mix with low fat milk",1206,"Flavored milk, lowfat",56,3.62,7.52,6.15,0.4,1.32,0.802,0.356,0.112,5,55,55,0,2,0,0,0,0.084,0.192,1.193,0.114,0,5,5,5,28.4,0.45,0,2.4,1.1,0.01,0,0.1,159,112,28,0.17,0.99,0.088,4.1,217,70,0,0,0,0.026,0.018,0.013,0.027,0.029,0.094,0.359,0.185,0.019,0.327,0,0,0.099,0.013,0,0,0,0,0,86.36,"Dairy Foods"
"101",11513370,"Chocolate milk, made from reduced sugar mix with fat free milk",1208,"Flavored milk, nonfat",49,3.62,7.49,6.05,0.4,0.47,0.25,0.112,0.082,2,58,58,0,0,0,0,0,0.108,0.189,1.194,0.114,0,5,5,5,26.4,0.48,0,2.4,1.1,0.01,0,0,156,118,28,0.17,0.99,0.091,3.9,223,68,0,0,0,0.007,0.001,0.002,0.003,0.002,0.014,0.109,0.073,0.005,0.105,0,0,0.072,0.01,0,0,0,0,0,87.24,"Dairy Foods"
"102",11513375,"Chocolate milk, made from reduced sugar mix with non-dairy milk",1404,"Milk substitutes",55,1.84,8.25,5.91,0.7,1.59,0.294,0.573,0.589,0,56,56,0,1,0,0,0,0.086,0.188,1.344,0.095,0,5,5,5,23.3,0.71,0.71,2.4,1,1.4,1.34,1.4,188,46,28,0.49,1.01,0.165,2.1,156,80,0,0,0,0.003,0.001,0.001,0.001,0.001,0.007,0.156,0.089,0.005,0.533,0.005,0,0.449,0.045,0,0,0,0,0,87.47,"Dairy Foods"
"103",11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1204,"Flavored milk, reduced fat",72,3.35,10.11,9.81,0.3,2.06,1.296,0.508,0.096,7,49,50,0,4,0,0,0,0.037,0.171,0.098,0.091,0,5,5,5,15,0.46,0,1.7,1.2,0.04,0,0.2,139,90,13,0.02,0.82,0.069,3,149,50,0,17,0,0.055,0.041,0.034,0.046,0.049,0.174,0.581,0.297,0.012,0.485,0.001,0,0.066,0.028,0,0,0,0,0,83.72,"Dairy Foods"
"104",11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1202,"Flavored milk, whole",82,3.24,10.06,9.77,0.3,3.19,1.89,0.762,0.183,9,42,43,0,7,0,0,0,0.044,0.162,0.096,0.09,0,5,5,5,13.6,0.42,0,1.7,1.2,0.07,0,0.3,134,84,13,0.03,0.77,0.079,3.6,141,49,0,17,0,0.07,0.07,0.07,0.07,0.072,0.279,0.845,0.414,0,0.762,0,0,0.113,0.07,0,0,0,0,0,82.77,"Dairy Foods"
"105",11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1204,"Flavored milk, reduced fat",72,3.38,10.06,9.78,0.3,2,1.32,0.526,0.069,8,52,52,0,4,0,0,0,0.037,0.177,0.099,0.092,0,5,5,5,15.6,0.5,0,1.9,1.1,0.03,0,0.2,141,92,14,0.02,0.87,0.062,2.5,149,52,0,17,0,0.072,0.038,0.019,0.046,0.052,0.165,0.59,0.3,0.025,0.477,0.002,0,0.058,0.008,0,0,0,0,0,83.79,"Dairy Foods"
"106",11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1206,"Flavored milk, lowfat",64,3.44,10.24,9.91,0.3,1.05,0.734,0.26,0.033,5,54,54,0,2,0,0,0,0.019,0.177,0.1,0.091,0,5,5,5,16.8,0.44,0,1.7,1.1,0.01,0,0.1,145,94,14,0.03,0.81,0.065,3.2,158,50,0,17,0,0.023,0.017,0.012,0.025,0.027,0.086,0.336,0.19,0.016,0.235,0,0,0.028,0.004,0,0,0,0,0,84.45,"Dairy Foods"
"107",11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1208,"Flavored milk, nonfat",57,3.44,10.21,9.81,0.3,0.22,0.192,0.021,0.003,2,57,57,0,0,0,0,0,0.043,0.174,0.1,0.091,0,5,5,5,14.8,0.47,0,1.7,1.1,0.01,0,0.1,142,100,14,0.03,0.81,0.068,3,164,48,0,17,0,0.004,0,0.001,0.002,0.001,0.008,0.09,0.08,0.003,0.017,0,0,0.002,0.001,0,0,0,0,0,85.32,"Dairy Foods"
